Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.9,9779.5,15156.9,40550.1,35087.23655913978
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,239.5,794.2,805.8,1734.5,1736.5,1739.1,1962.7,1545.5,2570.2,34398.1,47007.5,33623.6,13280.7,27953.7,30216.447721179626
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,240.6,304.3,406.7,703.9,691.6,679.9,785.7,999.3,2192.6,4972.9,3413.1,3205.7,5770.3,6849.5,6451.462009803922
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,306.4,461.6,518.9,1153.6,1130.6,1110.0,1286.8,750.5,1687.3,2709.9,3105.2,3587.1,4760.1,6248.8,6170.9589153656525
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,1824.9,4680.5,4035.7,2776.7,2703.0,2622.5,2494.1,3096.1,11540.6,31078.6,12740.0,17414.7,16629.2,26788.7,45072.778332145404
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,324.1,364.8,414.8,525.9,518.2,510.5,550.9,705.0,1620.8,4477.3,3986.9,5353.5,14994.8,24986.5,37855.84811529934
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,409.8,813.6,871.1,2249.9,2306.7,2339.7,1151.7,638.9,2965.3,199265.1,185966.7,220377.2,215233.9,393768.0,741666.4740259739
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,4170.2,4846.3,3684.4,1980.7,1975.7,1961.0,3766.7,7819.7,24886.5,16906.0,33076.9,7082.4,6983.9,15077.6,39242.222784810125
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,134.6,255.8,345.1,670.6,658.8,648.3,674.3,677.4,1395.3,3092.9,4699.9,4523.8,5158.6,5410.5,3753.2853817504656
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,290.0,318.4,376.0,485.6,714.7,863.8,1074.8,1340.3,2992.5,4344.1,4229.2,4477.8,4984.4,6339.5,17500.209048372002
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,705.9,650.1,655.2,829.4,987.1,964.4,885.8,1565.0,2750.6,5702.7,7012.0,8229.2,8280.0,9713.4,34993.347425166685
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,109.2,136.3,172.8,212.3,276.1,245.5,597.5,1170.1,2635.5,2212.2,2325.9,2727.6,3430.2,3491.2,8126.638973246566
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,252.4,338.0,495.0,615.0,595.0,771.0,603.5,1057.9,1942.5,4698.7,2679.7,2361.5,2503.1,3194.4,7224.247028199566
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,216.0,237.4,392.9,522.2,711.3,726.7,1325.9,1730.6,2654.3,3449.0,5953.2,6251.0,8783.3,7776.6,13097.21128783992
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,137.9,188.0,259.7,467.4,464.6,551.6,574.5,645.8,815.0,1839.3,2330.7,2154.8,2774.2,2589.3,7805.433239436619
1714219,Pop tumani,Папский район,Pop district,Поп тумани,165.3,251.6,327.2,509.0,2665.2,3906.6,3708.6,2549.8,1587.2,2766.8,3570.2,4847.5,4134.3,7177.3,30492.99516196887
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,161.4,204.7,279.8,458.8,396.9,508.5,741.0,2940.1,16659.3,16118.8,5286.9,4468.1,6643.2,8191.5,14509.331290322581
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,159.3,298.6,354.2,437.3,402.7,465.7,554.9,625.2,826.8,2692.9,2548.4,1765.6,1660.2,3473.9,8098.153767560663
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,223.1,273.1,319.1,346.0,388.3,631.5,2838.2,1387.6,2929.8,2803.4,4517.5,2684.3,2977.2,3795.5,9633.111972207373
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,146.2,234.7,286.7,354.2,435.0,431.1,513.4,657.6,918.5,1276.3,1938.8,2982.1,3069.0,6385.9,9189.974712114235
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,229.5,247.5,264.0,289.0,361.6,400.3,472.3,562.1,836.8,1633.6,3905.7,4254.9,4862.3,7718.6,14664.050155979205
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,232.2,258.0,321.2,334.0,367.6,445.2,495.1,580.3,675.5,2059.5,2260.9,2238.1,3066.4,3086.3,8603.5096868476
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,344.0,407.9,472.9,623.3,730.0,912.0,1001.6,1189.5,1878.3,2674.9,3746.0,3920.7,4642.5,6176.9,6806.397846175551
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,753.5,890.2,1042.4,1543.4,1804.6,2559.3,2943.4,4083.7,4744.7,7584.5,11391.3,8222.6,9410.9,10770.6,15796.980524978831
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,56.0,121.4,405.9,454.5,362.0,659.1,1739.7,865.7,1376.0,1795.7,4398.4,4363.3,3240.9,3104.4,6330.622641509434
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,195.7,197.6,334.3,457.2,521.1,655.0,1176.1,992.1,2152.4,3856.8,4014.9,2455.7,2297.7,3208.2,4647.921232876713
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,132.5,147.9,240.9,301.3,376.9,430.0,574.0,924.4,1299.1,1804.9,2266.7,2820.7,2034.1,3657.4,4945.778375733856
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,172.5,207.4,359.1,481.6,420.8,686.4,965.0,745.5,1170.6,2324.1,2987.5,2296.1,3558.8,4772.8,7827.132950990615
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,108.5,138.8,209.9,259.9,245.8,372.3,473.6,334.7,1227.4,1830.7,1378.5,2844.9,1000.0,1743.0,2238.390182730204
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,105.8,144.2,283.2,325.7,355.4,467.1,459.5,381.2,672.7,657.3,909.4,1135.4,4371.1,22350.6,4990.048854447439
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,1642.3,1920.7,1000.9,1097.8,1104.0,1562.9,1597.7,2719.8,2670.3,4114.9,7260.0,6645.2,6772.5,4488.2,6975.709294199861
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,154.1,166.6,195.3,278.2,321.2,400.2,498.0,489.2,741.3,855.1,1359.6,1388.0,1522.4,2229.5,3243.455337690632
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,161.7,145.3,236.3,297.3,320.6,474.1,393.9,589.3,1203.4,693.8,1872.8,4934.4,2589.9,2293.2,5867.631236442517
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,61.5,91.3,194.4,233.7,337.9,213.1,436.0,328.2,1224.2,1652.5,2202.6,2305.6,2949.5,5151.2,5651.975754449318
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,270.0,362.4,256.7,355.8,370.2,1220.7,695.5,532.4,1262.3,1885.0,2968.1,3006.2,1673.7,2819.4,4119.218383311604
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,81.3,264.0,437.6,493.2,639.3,331.0,987.6,1527.4,2128.8,2572.9,4588.5,9002.2,15534.1,10528.6,8058.253536452666
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,313.7,312.4,238.5,388.4,941.2,709.2,651.9,522.4,1440.5,2513.1,3022.1,4146.1,9171.8,6596.5,17285.817295980516
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,210.9,129.5,201.6,223.2,291.5,32.1,455.9,435.3,1431.1,1531.2,1470.4,1637.4,1739.9,2158.1,2205.951051422513
