Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,26.4,38.1,89.1,105.5,171.4,215.4,281.8,331.7,384.8,491.8,521.0,531.3,651.0,763.2,850.5
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,28.6,48.1,55.3,58.4,94.2,139.1,179.2,217.0,251.0,300.6,382.3,389.7,490.1,598.2,691.8
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,43.3,61.4,90.9,112.9,156.7,140.6,249.5,281.1,365.0,453.0,544.5,578.5,710.1,821.2,951.8
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,23.2,55.4,82.1,106.5,140.2,274.5,262.1,314.1,359.6,452.9,530.7,513.2,744.6,830.9,975.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,57.2,118.3,177.0,221.6,353.5,276.1,540.9,611.6,743.8,926.9,1246.9,1076.3,1482.8,1753.1,2172.9
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,111.3,176.0,225.2,277.9,415.5,643.8,575.0,262.6,319.9,380.5,430.6,497.5,591.7,747.7,820.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,81.1,117.2,154.3,206.4,256.9,227.6,337.1,383.5,494.3,605.7,702.5,798.8,1001.8,1116.8,1224.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,850.6,1096.5,1469.5,1932.0,2453.2,3001.9,3684.7,4348.5,5436.3,6776.0,7922.8,8091.6,10101.6,12356.0,15253.7
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,326.1,489.6,550.6,740.8,812.1,995.9,1190.0,1429.6,1763.5,2402.4,2684.5,2180.1,2886.6,3678.9,4490.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,107.6,71.5,156.0,203.4,209.3,256.0,326.6,384.8,503.9,593.0,758.8,850.7,1039.4,1221.2,1467.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.7,12.3,14.8
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,23.4,25.8,60.7,76.3,85.4,104.2,121.6,128.8,152.6,178.7,205.7,235.6,321.5,400.1,461.3
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,73.5,119.9,140.8,184.7,311.2,381.4,487.3,575.2,693.0,793.3,884.0,978.6,1202.8,1430.3,1672.1
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,22.6,22.0,34.7,44.9,107.7,131.0,199.5,237.6,313.6,356.8,403.2,537.6,634.6,748.4,899.2
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,122.8,153.5,220.5,287.0,370.7,452.9,572.0,673.8,849.7,1057.4,1326.6,1355.7,1669.4,1974.4,2352.3
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,31.0,55.6,58.9,75.5,96.9,118.1,136.7,161.0,222.8,275.3,356.9,418.2,521.9,623.9,716.8
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,18.0,17.5,19.4,24.5,29.1,35.5,39.2,35.4,41.8,47.7,53.6,63.0,83.1,108.5,126.8
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,38.9,40.3,64.1,81.4,101.5,124.0,158.2,186.8,250.9,286.5,368.8,424.9,502.3,598.0,718.2
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,86.8,100.7,163.7,213.4,329.3,402.9,453.8,535.4,644.4,784.9,880.7,1044.5,1234.2,1560.0,1804.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1297.0,1696.3,2166.2,2853.5,3440.0,4166.7,5253.4,6334.2,7829.0,9962.2,12233.8,13541.9,17273.1,20665.8,25185.7
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,518.3,645.9,817.3,993.5,1146.3,1479.9,2025.3,2481.0,2869.2,3650.9,5074.7,5073.2,6275.8,7526.1,9313.3
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,44.3,64.2,78.1,89.0,89.2,99.7,129.0,142.9,179.7,227.0,295.4,380.3,477.3,599.9,696.1
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,52.6,73.5,98.9,161.2,251.0,303.4,370.4,427.7,513.8,769.2,694.8,864.1,1068.3,1261.5,1420.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,47.2,87.9,91.5,136.2,183.7,209.2,229.7,261.2,420.9,382.0,441.2,517.0,723.8,864.5,1025.1
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,41.5,79.0,120.0,187.8,217.2,267.3,332.4,384.8,476.4,585.0,753.6,926.6,1158.1,1397.2,1557.7
1714219,Pop tumani,Папский район,Pop district,Поп тумани,87.6,115.7,151.1,186.3,217.0,266.9,300.1,355.3,502.7,736.3,1069.9,936.1,1241.2,1540.7,1761.9
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,100.2,116.9,143.8,246.9,281.5,325.2,393.5,471.0,559.2,609.2,685.8,978.7,1246.2,1426.5,1639.9
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,82.2,64.7,84.5,104.8,142.5,175.2,226.8,259.1,308.7,416.3,530.1,747.4,972.9,1174.5,1300.8
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,66.0,99.7,127.2,162.6,202.9,234.0,256.1,296.3,362.4,524.6,544.5,653.8,907.3,1084.8,1239.5
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,44.0,63.2,80.2,104.2,143.4,170.7,205.4,265.5,350.3,444.7,514.5,635.5,859.6,1046.3,1209.9
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,161.5,190.0,254.3,307.1,331.7,372.9,447.2,561.7,765.2,991.9,962.2,962.0,1226.3,1434.6,1614.9
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,51.6,95.6,119.4,173.9,233.7,262.2,337.6,427.5,520.8,625.0,667.2,867.2,1116.5,1309.0,1434.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1683.0,2208.5,3030.1,3846.7,4890.1,6078.2,7605.2,8973.5,11123.1,13877.3,16816.8,19882.0,25342.5,30196.5,35994.7
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,655.7,786.4,794.6,1046.3,1317.9,1602.0,1954.4,2310.6,3068.9,4231.8,6358.0,7255.2,8711.1,10628.1,11405.9
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,87.7,114.6,175.8,218.0,301.5,363.6,467.9,561.8,592.3,772.9,912.2,1181.7,1546.9,1825.8,1275.7
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,53.7,66.6,77.4,95.4,122.3,152.6,198.7,235.5,330.1,287.3,458.1,542.6,617.3,758.4,827.9
